date,hour,energy_kWh
2015-08-31,13,0.917
2015-08-31,14,0.847
2015-08-31,15,0.821
2015-08-31,16,1.255
2015-08-31,17,2.401
2015-08-31,18,2.691
2015-08-31,19,1.966
2015-08-31,20,2.227
2015-08-31,21,1.865
2015-08-31,22,1.939
2015-08-31,23,0.941
2015-09-01,0,0.828
2015-09-01,1,0.811
2015-09-01,2,0.809
2015-09-01,3,0.796
2015-09-01,4,0.805
2015-09-01,5,0.796
2015-09-01,6,0.863
2015-09-01,7,1.107
2015-09-01,8,1.076
2015-09-01,9,0.891
2015-09-01,10,0.89
2015-09-01,11,0.871
2015-09-01,12,0.899
2015-09-01,13,1.208
2015-09-01,14,0.917
2015-09-01,15,0.865
2015-09-01,16,0.877
2015-09-01,17,1.194
2015-09-01,18,2.235
2015-09-01,19,1.718
2015-09-01,20,1.584
2015-09-01,21,1.698
2015-09-01,22,1.666
2015-09-01,23,1.007
2015-09-02,0,0.904
2015-09-02,1,0.841
2015-09-02,2,0.805
2015-09-02,3,0.81
2015-09-02,4,0.802
2015-09-02,5,0.8
2015-09-02,6,0.861
2015-09-02,7,1.405
2015-09-02,8,1.032
2015-09-02,9,1.208
2015-09-02,10,1.112
2015-09-02,11,0.94
2015-09-02,12,0.979
2015-09-02,13,0.945
2015-09-02,14,0.814
2015-09-02,15,0.826
2015-09-02,16,1.087
2015-09-02,17,1.107
2015-09-02,18,1.446
2015-09-02,19,1.254
2015-09-02,20,1.199
2015-09-02,21,1.352
2015-09-02,22,0.95
2015-09-02,23,1.064
2015-09-03,0,1.077
2015-09-03,1,0.782
2015-09-03,2,0.802
2015-09-03,3,0.793
2015-09-03,4,0.799
2015-09-03,5,0.812
2015-09-03,6,0.929
2015-09-03,7,0.975
2015-09-03,8,1.013
2015-09-03,9,1.323
2015-09-03,10,1.674
2015-09-03,11,2.14
2015-09-03,12,2.367
2015-09-03,13,1.69
2015-09-03,14,1.172
2015-09-03,15,1.293
2015-09-03,16,1.254
2015-09-03,17,0.873
2015-09-03,18,0.982
2015-09-03,19,1.304
2015-09-03,20,2.022
2015-09-03,21,1.923
2015-09-03,22,1.292
2015-09-03,23,1.425
2015-09-04,0,0.821
2015-09-04,1,0.815
2015-09-04,2,0.791
2015-09-04,3,0.792
2015-09-04,4,0.79
2015-09-04,5,0.894
2015-09-04,6,0.841
2015-09-04,7,1.143
2015-09-04,8,1.186
2015-09-04,9,1.311
2015-09-04,10,0.958
2015-09-04,11,1.019
2015-09-04,12,1.974
2015-09-04,13,1.182
2015-09-04,14,2.094
2015-09-04,15,4.084
2015-09-04,16,0.813
2015-09-04,17,1.053
2015-09-04,18,2.549
2015-09-04,19,4.906
2015-09-04,20,2.163
2015-09-04,21,1.792
2015-09-04,22,1.676
2015-09-04,23,1.431
2015-09-05,0,0.958
2015-09-05,2,0.82
2015-09-05,3,0.821
2015-09-05,4,0.806
2015-09-05,5,0.811
2015-09-05,6,0.801
2015-09-05,7,0.795
2015-09-05,8,0.795
2015-09-05,9,0.847
2015-09-05,10,1.282
2015-09-05,11,1.315
2015-09-05,12,1.085
2015-09-05,13,1.111
2015-09-05,14,4.353
2015-09-05,15,1.328
2015-09-05,16,1.931
2015-09-05,17,2.234
2015-09-05,18,2.421
2015-09-05,19,1.507
2015-09-05,20,1.535
2015-09-05,21,1.378
2015-09-05,22,0.951
2015-09-05,23,1.061
2015-09-06,0,0.875
2015-09-06,1,0.85
2015-09-06,2,0.855
2015-09-06,3,0.801
2015-09-06,4,0.815
2015-09-06,5,0.792
2015-09-06,6,0.807
2015-09-06,7,0.927
2015-09-06,8,0.827
2015-09-06,9,0.819
2015-09-06,10,1.351
2015-09-06,11,1.173
2015-09-06,12,1.187
2015-09-06,13,1.412
2015-09-06,14,2.038
2015-09-06,15,1.814
2015-09-06,16,1.146
2015-09-06,17,1.07
2015-09-06,18,1.134
2015-09-06,19,1.157
2015-09-06,20,1.121
2015-09-06,21,1.083
2015-09-06,22,1.103
2015-09-06,23,1.22
2015-09-07,0,0.879
2015-09-07,1,0.818
2015-09-07,2,0.821
2015-09-07,3,0.802
2015-09-07,4,0.793
2015-09-07,5,0.803
2015-09-07,6,0.802
2015-09-07,7,0.912
2015-09-07,8,0.799
2015-09-07,9,0.808
2015-09-07,10,1.164
2015-09-07,11,1.519
2015-09-07,12,2.661
2015-09-07,13,1.482
2015-09-07,14,1.24
2015-09-07,15,1.062
2015-09-07,16,1.077
2015-09-07,17,1.159
2015-09-07,18,1.182
2015-09-07,19,1.25
2015-09-07,20,1.848
2015-09-07,21,1.294
2015-09-07,22,1.217
2015-09-07,23,0.858
2015-09-08,0,0.869
2015-09-08,1,0.809
2015-09-08,2,0.812
2015-09-08,3,0.825
2015-09-08,4,0.792
2015-09-08,5,0.919
2015-09-08,6,0.855
2015-09-08,7,1.532
2015-09-08,8,1.323
2015-09-08,9,1.527
2015-09-08,10,1.036
2015-09-08,11,0.89
2015-09-08,12,0.916
2015-09-08,13,1.38
2015-09-08,14,1.123
2015-09-08,15,1.08
2015-09-08,16,1.033
2015-09-08,17,1.177
2015-09-08,18,2.227
2015-09-08,19,2.861
2015-09-08,20,2.784
2015-09-08,21,1.672
2015-09-08,22,1.705
2015-09-08,23,0.822
2015-09-09,0,0.895
2015-09-09,1,0.864
2015-09-09,2,0.809
2015-09-09,3,0.825
2015-09-09,4,0.804
2015-09-09,5,0.803
2015-09-09,6,0.891
2015-09-09,7,1.397
2015-09-09,8,1.397
2015-09-09,9,0.955
2015-09-09,10,0.898
2015-09-09,11,0.889
2015-09-09,12,0.901
2015-09-09,13,0.998
2015-09-09,14,0.84
2015-09-09,15,0.866
2015-09-09,16,0.803
2015-09-09,17,1.069
2015-09-09,18,1.211
2015-09-09,19,0.982
2015-09-09,20,1.449
2015-09-09,21,1.455
2015-09-09,22,1.234
2015-09-09,23,0.955
2015-09-10,0,0.829
2015-09-10,1,0.799
2015-09-10,2,0.831
2015-09-10,3,0.79
2015-09-10,4,0.811
2015-09-10,5,0.808
2015-09-10,6,0.799
2015-09-10,7,1.414
2015-09-10,8,1.519
2015-09-10,9,1.002
2015-09-10,10,0.892
2015-09-10,11,0.888
2015-09-10,12,0.93
2015-09-10,13,0.896
2015-09-10,14,0.81
2015-09-10,15,0.919
2015-09-10,16,1.076
2015-09-10,17,1.786
2015-09-10,18,3.123
2015-09-10,19,1.484
2015-09-10,20,1.493
2015-09-10,21,1.625
2015-09-10,22,1.401
2015-09-10,23,0.869
2015-09-11,0,0.835
2015-09-11,2,0.815
2015-09-11,3,0.818
2015-09-11,4,0.832
2015-09-11,5,0.806
2015-09-11,6,0.875
2015-09-11,7,1.316
2015-09-11,8,1.347
2015-09-11,9,0.918
2015-09-11,10,0.875
2015-09-11,11,0.989
2015-09-11,12,0.917
2015-09-11,13,0.832
2015-09-11,14,0.807
2015-09-11,15,0.823
2015-09-11,16,0.8
2015-09-11,17,1.288
2015-09-11,18,1.085
2015-09-11,19,1.08
2015-09-11,20,1.114
2015-09-11,21,1.002
2015-09-11,22,1.012
2015-09-11,23,1.313
2015-09-12,0,0.997
2015-09-12,1,0.826
2015-09-12,2,0.801
2015-09-12,3,0.83
2015-09-12,4,0.828
2015-09-12,5,0.805
2015-09-12,6,0.898
2015-09-12,7,0.857
2015-09-12,8,0.815
2015-09-12,9,0.824
2015-09-12,10,1.245
2015-09-12,11,1.119
2015-09-12,12,1.255
2015-09-12,13,1.206
2015-09-12,14,1.109
2015-09-12,15,1.072
2015-09-12,16,0.967
2015-09-12,17,1.354
2015-09-12,18,2.832
2015-09-12,19,2.532
2015-09-12,20,1.639
2015-09-12,21,1.686
2015-09-12,22,1.506
2015-09-12,23,1.179
2015-09-13,0,0.891
2015-09-13,1,0.847
2015-09-13,2,0.87
2015-09-13,3,0.97
2015-09-13,4,0.837
2015-09-13,5,0.858
2015-09-13,6,0.831
2015-09-13,7,0.822
2015-09-13,8,0.828
2015-09-13,9,0.968
2015-09-13,10,1.437
2015-09-13,11,1.313
2015-09-13,12,1.214
2015-09-13,13,3.691
2015-09-13,14,1.618
2015-09-13,15,3.635
2015-09-13,16,1.388
2015-09-13,17,1.698
2015-09-13,18,2.643
2015-09-13,19,2.092
2015-09-13,20,1.385
2015-09-13,21,3.691
2015-09-13,22,1.37
2015-09-13,23,1.234
2015-09-14,0,0.877
2015-09-14,1,0.836
2015-09-14,2,0.82
2015-09-14,3,0.81
2015-09-14,4,0.83
2015-09-14,5,0.808
2015-09-14,6,0.824
2015-09-14,7,0.983
2015-09-14,8,1.492
2015-09-14,9,1.124
2015-09-14,10,1.043
2015-09-14,11,1.292
2015-09-14,12,1.342
2015-09-14,13,0.966
2015-09-14,14,2.485
2015-09-14,15,1.203
2015-09-14,16,1.571
2015-09-14,17,1.15
2015-09-14,18,1.709
2015-09-14,19,1.313
2015-09-14,20,1.415
2015-09-14,21,1.542
2015-09-14,22,1.234
2015-09-14,23,0.831
2015-09-15,0,0.788
2015-09-15,1,0.792
2015-09-15,2,0.878
2015-09-15,3,0.949
2015-09-15,4,0.797
2015-09-15,5,0.767
2015-09-15,6,0.829
2015-09-15,7,1.192
2015-09-15,8,1.686
2015-09-15,9,0.983
2015-09-15,10,1.001
2015-09-15,11,0.943
2015-09-15,12,0.832
2015-09-15,13,0.751
2015-09-15,14,0.814
2015-09-15,15,1.082
2015-09-15,16,1.062
2015-09-15,17,1.112
2015-09-15,18,2.201
2015-09-15,19,3.054
2015-09-15,20,1.95
2015-09-15,21,1.699
2015-09-15,22,1.381
2015-09-15,23,1.302
2015-09-16,0,0.78
2015-09-16,1,0.782
2015-09-16,2,0.711
2015-09-16,3,0.723
2015-09-16,4,0.715
2015-09-16,5,0.709
2015-09-16,6,0.778
2015-09-16,7,1.288
2015-09-16,8,1.159
2015-09-16,9,0.981
2015-09-16,10,0.877
2015-09-16,11,0.844
2015-09-16,12,0.841
2015-09-16,13,0.843
2015-09-16,14,1.384
2015-09-16,15,0.759
2015-09-16,16,1.27
2015-09-16,17,1.14
2015-09-16,18,1.243
2015-09-16,19,1.472
2015-09-16,20,1.185
2015-09-16,21,1.694
2015-09-16,22,1.638
2015-09-16,23,1.126
2015-09-17,0,1.1
2015-09-17,1,0.777
2015-09-17,2,0.766
2015-09-17,3,0.785
2015-09-17,4,0.774
2015-09-17,5,0.751
2015-09-17,6,0.791
2015-09-17,7,1.224
2015-09-17,8,1.636
2015-09-17,9,1.116
2015-09-17,10,1.054
2015-09-17,11,1.043
2015-09-17,12,0.963
2015-09-17,13,0.898
2015-09-17,14,0.807
2015-09-17,15,0.829
2015-09-17,16,0.893
2015-09-17,17,1.059
2015-09-17,18,1.051
2015-09-17,19,1.377
2015-09-17,20,1.615
2015-09-17,21,1.523
2015-09-17,22,1.317
2015-09-17,23,0.909
2015-09-18,0,0.777
2015-09-18,2,0.76
2015-09-18,3,0.748
2015-09-18,4,0.78
2015-09-18,5,0.751
2015-09-18,6,0.798
2015-09-18,7,1.225
2015-09-18,8,1.704
2015-09-18,9,1.093
2015-09-18,10,1.036
2015-09-18,11,1.009
2015-09-18,12,0.933
2015-09-18,13,0.829
2015-09-18,14,0.835
2015-09-18,15,1.181
2015-09-18,16,1.107
2015-09-18,17,2.065
2015-09-18,18,1.4
2015-09-18,19,1.473
2015-09-18,20,2.554
2015-09-18,21,3.071
2015-09-18,22,1.351
2015-09-18,23,0.984
2015-09-19,0,1.028
2015-09-19,1,0.77
2015-09-19,2,0.753
2015-09-19,3,0.773
2015-09-19,4,0.732
2015-09-19,5,0.762
2015-09-19,6,0.753
2015-09-19,7,0.83
2015-09-19,8,0.781
2015-09-19,9,1.263
2015-09-19,10,1.743
2015-09-19,11,1.691
2015-09-19,12,1.542
2015-09-19,13,1.324
2015-09-19,14,0.82
2015-09-19,15,0.759
2015-09-19,16,1.105
2015-09-19,17,1.031
2015-09-19,18,1.164
2015-09-19,19,1.933
2015-09-19,20,1.528
2015-09-19,21,1.282
2015-09-19,22,1.131
2015-09-19,23,0.96
2015-09-20,0,0.889
2015-09-20,1,0.943
2015-09-20,2,0.775
2015-09-20,3,0.78
2015-09-20,4,0.789
2015-09-20,5,0.841
2015-09-20,6,0.753
2015-09-20,7,0.772
2015-09-20,8,0.902
2015-09-20,9,1.124
2015-09-20,10,1.602
2015-09-20,11,1.361
2015-09-20,12,1.793
2015-09-20,13,2.928
2015-09-20,14,1.019
2015-09-20,15,1.007
2015-09-20,16,1.067
2015-09-20,17,1.03
2015-09-20,18,1.275
2015-09-20,19,1.204
2015-09-20,20,1.662
2015-09-20,21,1.592
2015-09-20,22,1.593
2015-09-20,23,1.33
2015-09-21,0,0.866
2015-09-21,1,0.766
2015-09-21,2,0.75
2015-09-21,3,0.769
2015-09-21,4,0.743
2015-09-21,5,0.753
2015-09-21,6,0.751
2015-09-21,7,0.882
2015-09-21,8,1.435
2015-09-21,9,1.655
2015-09-21,10,1.659
2015-09-21,11,2.438
2015-09-21,12,1.917
2015-09-21,13,1.183
2015-09-21,14,1.514
2015-09-21,15,0.829
2015-09-21,16,1.479
2015-09-21,17,1.059
2015-09-21,18,2.295
2015-09-21,19,1.328
2015-09-21,20,1.648
2015-09-21,21,1.491
2015-09-21,22,1.222
2015-09-21,23,0.818
2015-09-22,0,0.803
2015-09-22,1,0.79
2015-09-22,2,0.954
2015-09-22,3,0.823
2015-09-22,4,0.804
2015-09-22,5,0.806
2015-09-22,6,0.824
2015-09-22,7,1.36
2015-09-22,8,1.339
2015-09-22,9,0.992
2015-09-22,10,0.968
2015-09-22,11,0.889
2015-09-22,12,1.078
2015-09-22,13,0.853
2015-09-22,14,0.769
2015-09-22,15,2.37
2015-09-22,16,1.822
2015-09-22,17,1.22
2015-09-22,18,2.795
2015-09-22,19,2.555
2015-09-22,20,1.931
2015-09-22,21,1.628
2015-09-22,22,3.605
2015-09-22,23,0.935
2015-09-23,0,0.802
2015-09-23,1,0.753
2015-09-23,2,0.771
2015-09-23,3,0.766
2015-09-23,4,0.74
2015-09-23,5,0.772
2015-09-23,6,0.799
2015-09-23,7,1.237
2015-09-23,8,1.474
2015-09-23,9,0.959
2015-09-23,10,0.837
2015-09-23,11,0.958
2015-09-23,12,0.869
2015-09-23,13,0.858
2015-09-23,14,0.81
2015-09-23,15,0.821
2015-09-23,16,1.385
2015-09-23,17,1.441
2015-09-23,18,1.727
2015-09-23,19,2.685
2015-09-23,20,2.44
2015-09-23,21,1.425
2015-09-23,22,1.201
2015-09-23,23,1.137
2015-09-24,0,0.797
2015-09-24,1,0.761
2015-09-24,2,0.778
2015-09-24,3,0.757
2015-09-24,4,0.761
2015-09-24,5,0.747
2015-09-24,6,0.766
2015-09-24,7,0.896
2015-09-24,8,1.548
2015-09-24,9,1.454
2015-09-24,10,1.406
2015-09-24,11,1.011
2015-09-24,12,1.003
2015-09-24,13,1.005
2015-09-24,14,0.781
2015-09-24,15,0.806
2015-09-24,16,1.095
2015-09-24,17,1.25
2015-09-24,18,1.249
2015-09-24,19,1.581
2015-09-24,20,1.886
2015-09-24,21,1.221
2015-09-24,22,1.818
2015-09-24,23,1.241
2015-09-25,0,0.776
2015-09-25,2,0.755
2015-09-25,3,0.759
2015-09-25,4,0.757
2015-09-25,5,0.876
2015-09-25,6,0.766
2015-09-25,7,1.249
2015-09-25,8,1.6
2015-09-25,9,1.012
2015-09-25,10,1.015
2015-09-25,11,0.854
2015-09-25,12,0.832
2015-09-25,13,0.862
2015-09-25,14,0.841
2015-09-25,15,1.249
2015-09-25,16,0.752
2015-09-25,17,1.064
2015-09-25,18,2.355
2015-09-25,19,2.689
2015-09-25,20,1.969
2015-09-25,21,1.4
2015-09-25,22,1.268
2015-09-25,23,1.39
2015-09-26,0,1.016
2015-09-26,1,0.799
2015-09-26,2,0.921
2015-09-26,3,0.822
2015-09-26,4,0.799
2015-09-26,5,0.793
2015-09-26,6,0.797
2015-09-26,7,0.795
2015-09-26,8,0.85
2015-09-26,9,1.57
2015-09-26,10,1.763
2015-09-26,11,1.652
2015-09-26,12,1.776
2015-09-26,13,1.812
2015-09-26,14,1.2
2015-09-26,15,1.354
2015-09-26,16,1.044
2015-09-26,17,1.176
2015-09-26,18,1.173
2015-09-26,19,1.294
2015-09-26,20,1.803
2015-09-26,21,1.786
2015-09-26,22,2.265
2015-09-26,23,1.807
2015-09-27,0,0.782
2015-09-27,1,0.779
2015-09-27,2,0.778
2015-09-27,3,0.758
2015-09-27,4,0.754
2015-09-27,5,0.78
2015-09-27,6,0.751
2015-09-27,7,0.758
2015-09-27,8,0.762
2015-09-27,9,1.048
2015-09-27,10,1.36
2015-09-27,11,1.275
2015-09-27,12,3.389
2015-09-27,13,1.081
2015-09-27,14,1.059
2015-09-27,15,2.073
2015-09-27,16,2.894
2015-09-27,17,2.056
2015-09-27,18,0.866
2015-09-27,19,0.821
2015-09-27,20,1.178
2015-09-27,21,1.161
2015-09-27,22,1.215
2015-09-27,23,1.033
2015-09-28,0,0.78
2015-09-28,1,0.764
2015-09-28,2,0.766
2015-09-28,3,0.764
2015-09-28,4,0.762
2015-09-28,5,0.754
2015-09-28,6,0.831
2015-09-28,7,1.275
2015-09-28,8,1.596
2015-09-28,9,0.888
2015-09-28,10,1.016
2015-09-28,11,0.83
2015-09-28,12,0.828
2015-09-28,13,0.902
2015-09-28,14,0.848
2015-09-28,15,1.004
2015-09-28,16,1.014
2015-09-28,17,1.059
2015-09-28,18,1.824
2015-09-28,19,2.56
2015-09-28,20,1.733
2015-09-28,21,1.562
2015-09-28,22,1.402
2015-09-28,23,1.236
2015-09-29,0,0.941
2015-09-29,1,0.785
2015-09-29,2,0.782
2015-09-29,3,0.76
2015-09-29,4,0.758
2015-09-29,5,0.768
2015-09-29,6,0.978
2015-09-29,7,1.286
2015-09-29,8,1.41
2015-09-29,9,0.992
2015-09-29,10,0.833
2015-09-29,11,0.891
2015-09-29,12,0.838
2015-09-29,13,0.78
2015-09-29,14,0.763
2015-09-29,15,1.242
2015-09-29,16,0.749
2015-09-29,17,1.2
2015-09-29,18,2.537
2015-09-29,19,2.177
2015-09-29,20,1.736
2015-09-29,21,1.256
2015-09-29,22,1.495
2015-09-29,23,1.018
2015-09-30,0,0.774
2015-09-30,1,0.766
2015-09-30,2,0.786
2015-09-30,3,0.763
2015-09-30,4,0.761
2015-09-30,5,0.855
2015-09-30,6,0.862
2015-09-30,7,1.149
2015-09-30,8,1.391
2015-09-30,9,0.99
2015-09-30,10,0.996
2015-09-30,11,0.855
2015-09-30,12,0.848
2015-09-30,13,0.891
2015-09-30,14,0.871
2015-09-30,15,1.232
2015-09-30,16,1.144
2015-09-30,17,1.029
2015-09-30,18,0.803
2015-09-30,19,0.94
2015-09-30,20,1.171
2015-09-30,21,1.515
2015-09-30,22,1.228
2015-09-30,23,0.876
2015-10-01,0,0.782
2015-10-01,1,0.858
2015-10-01,2,0.801
2015-10-01,3,0.789
2015-10-01,4,0.781
2015-10-01,5,0.74
2015-10-01,6,0.778
2015-10-01,7,1.108
2015-10-01,8,1.271
2015-10-01,9,0.852
2015-10-01,10,0.844
2015-10-01,11,0.773
2015-10-01,12,1.036
2015-10-01,13,1.393
2015-10-01,14,1.013
2015-10-01,15,0.947
2015-10-01,16,1.13
2015-10-01,17,1.204
2015-10-01,18,1.083
2015-10-01,19,1.188
2015-10-01,20,1.122
2015-10-01,21,1.214
2015-10-01,22,1.378
2015-10-01,23,0.799
2015-10-02,0,0.777
2015-10-02,2,0.776
2015-10-02,3,0.757
2015-10-02,4,0.777
2015-10-02,5,0.769
2015-10-02,6,0.85
2015-10-02,7,1.109
2015-10-02,8,1.466
2015-10-02,9,1.018
2015-10-02,10,1.137
2015-10-02,11,0.992
2015-10-02,12,0.965
2015-10-02,13,1.176
2015-10-02,14,0.821
2015-10-02,15,1.008
2015-10-02,16,1.437
2015-10-02,17,1.191
2015-10-02,18,2.325
2015-10-02,19,3.494
2015-10-02,20,2.101
2015-10-02,21,1.646
2015-10-02,22,1.319
2015-10-02,23,1.473
2015-10-03,0,0.8
